proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,10,90000,900000,15,15,15,0,90000,1350000,1350000,0,0.0,Bogotá,Soleado,En presupuesto,2025-03-26,2025-03-08,84,-18
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,23,30000,690000,8,9,8,-1,95000,855000,760000,95000,11.11111111111111,Bogotá,Nublado,Ahorro,2025-04-01,2025-03-05,90,-27
8,Mall Gran Avenida,Comercial,Cimentación,Armado,Acero,Kg,111,4500,499500,28,33,28,-5,130000,4290000,3640000,650000,15.151515151515152,Bogotá,Soleado,Ahorro,2025-04-03,2025-03-01,92,-33
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,16,20,16,-4,130000,2600000,2080000,520000,20.0,Bogotá,Soleado,Ahorro,2025-04-03,2025-02-10,92,-52
3,Residencial Altos del Norte,Residencial,Acabados,Enchape,Cerámica,m2,11,50000,550000,10,9,10,1,105000,945000,1050000,-105000,-11.11111111111111,Bogotá,Lluvia,Sobrecosto,2025-04-27,2025-03-02,116,-56
4,Conjunto Horizonte Verde,Residencial,Acabados,Enchape,Cerámica,m2,39,50000,1950000,18,16,18,2,105000,1680000,1890000,-210000,-12.5,Bogotá,Lluvia,Sobrecosto,2025-04-15,2025-02-28,104,-46
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,16,15,16,1,130000,1950000,2080000,-130000,-6.666666666666667,Bogotá,Nublado,Sobrecosto,2025-04-17,2025-01-20,106,-87
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,22,24,22,-2,130000,3120000,2860000,260000,8.333333333333332,Bogotá,Soleado,Ahorro,2025-04-12,2025-02-18,101,-53
8,Mall Gran Avenida,Comercial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,17,20,17,-3,130000,2600000,2210000,390000,15.0,Bogotá,Nublado,Ahorro,2025-03-26,2025-02-09,84,-45
0,Conjunto Residencial Marsella,Residencial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,26,28,26,-2,130000,3640000,3380000,260000,7.142857142857142,Bogotá,Soleado,Ahorro,2025-03-30,2025-03-23,88,-7
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Enchape,Cerámica,m2,28,50000,1400000,12,13,12,-1,105000,1365000,1260000,105000,7.6923076923076925,Bogotá,Soleado,Ahorro,2025-04-06,2025-03-12,95,-25
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,28,50000,1400000,12,11,12,1,105000,1155000,1260000,-105000,-9.090909090909092,Bogotá,Lluvia,Sobrecosto,2025-04-06,2025-02-09,95,-56
9,Centro Empresarial Nova,Comercial,Acabados,Estuco,Estuco plástico,Bulto,30,30000,900000,12,10,12,2,95000,950000,1140000,-190000,-20.0,Bogotá,Nublado,Sobrecosto,2025-03-31,2025-02-09,89,-50
0,Conjunto Residencial Marsella,Residencial,Acabados,Enchape,Cerámica,m2,42,50000,2100000,12,11,12,1,105000,1155000,1260000,-105000,-9.090909090909092,Bogotá,Lluvia,Sobrecosto,2025-03-27,2025-01-22,85,-64
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,13,40000,520000,17,18,17,-1,100000,1800000,1700000,100000,5.555555555555555,Bogotá,Soleado,Ahorro,2025-04-26,2025-01-19,115,-97
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,13,40000,520000,17,15,17,2,100000,1500000,1700000,-200000,-13.333333333333334,Bogotá,Nublado,Sobrecosto,2025-04-03,2025-03-11,92,-23
8,Mall Gran Avenida,Comercial,Estructura,Vaciado,Concreto,m3,8,350000,2800000,22,23,22,-1,130000,2990000,2860000,130000,4.3478260869565215,Bogotá,Soleado,Ahorro,2025-04-04,2025-01-28,93,-66
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,81,4500,364500,22,24,22,-2,130000,3120000,2860000,260000,8.333333333333332,Bogotá,Soleado,Ahorro,2025-04-15,2025-03-17,104,-29
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,29,30,29,-1,130000,3900000,3770000,130000,3.333333333333333,Bogotá,Nublado,Ahorro,2025-03-23,2025-03-22,81,-1
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,6,7,6,-1,100000,700000,600000,100000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-03-30,2025-02-26,88,-32
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,1,300000,300000,8,8,8,0,100000,800000,800000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-14,2025-03-07,103,-38
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,27,50000,1350000,16,14,16,2,105000,1470000,1680000,-210000,-14.285714285714285,Bogotá,Lluvia,Sobrecosto,2025-04-07,2025-02-07,96,-59
1,Urbanización Los Almendros,Residencial,Acabados,Estuco,Estuco plástico,Bulto,19,30000,570000,13,12,13,1,95000,1140000,1235000,-95000,-8.333333333333332,Bogotá,Lluvia,Sobrecosto,2025-03-23,2025-03-07,81,-16
5,Residencial Jardines del Sur,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,11,150000,1650000,17,16,17,1,120000,1920000,2040000,-120000,-6.25,Bogotá,Lluvia,Sobrecosto,2025-04-26,2025-01-30,115,-86
1,Urbanización Los Almendros,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,8,120000,960000,15,18,15,-3,120000,2160000,1800000,360000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-03-29,2025-03-10,87,-19
0,Conjunto Residencial Marsella,Residencial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,21,21,21,0,130000,2730000,2730000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-05,2025-03-06,94,-30
4,Conjunto Horizonte Verde,Residencial,Acabados,Cielorraso,Drywall,Lámina,20,40000,800000,12,13,12,-1,100000,1300000,1200000,100000,7.6923076923076925,Bogotá,Soleado,Ahorro,2025-04-10,2025-02-08,99,-61
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,7,250000,1750000,4,5,4,-1,95000,475000,380000,95000,20.0,Bogotá,Soleado,Ahorro,2025-04-13,2025-02-05,102,-67
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,5,200000,1000000,13,14,13,-1,110000,1540000,1430000,110000,7.142857142857142,Bogotá,Soleado,Ahorro,2025-04-20,2025-02-21,109,-58
3,Residencial Altos del Norte,Residencial,Estructura,Armado,Acero,Kg,90,4500,405000,23,28,23,-5,130000,3640000,2990000,650000,17.857142857142858,Bogotá,Soleado,Ahorro,2025-04-24,2025-03-03,113,-52
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,25,28,25,-3,130000,3640000,3250000,390000,10.714285714285714,Bogotá,Soleado,Ahorro,2025-04-29,2025-02-07,118,-81
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,10,350000,3500000,26,27,26,-1,130000,3510000,3380000,130000,3.7037037037037033,Bogotá,Soleado,Ahorro,2025-04-30,2025-02-04,119,-85
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,4,250000,1000000,4,4,4,0,95000,380000,380000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-14,2025-03-01,103,-44
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,6,300000,1800000,5,6,5,-1,100000,600000,500000,100000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-04-16,2025-01-29,105,-77
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,102,4500,459000,28,26,28,2,130000,3380000,3640000,-260000,-7.6923076923076925,Bogotá,Nublado,Sobrecosto,2025-04-05,2025-02-11,94,-53
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,84,4500,378000,29,30,29,-1,130000,3900000,3770000,130000,3.333333333333333,Bogotá,Soleado,Ahorro,2025-03-30,2025-02-23,88,-35
8,Mall Gran Avenida,Comercial,Estructura,Armado,Acero,Kg,96,4500,432000,19,25,19,-6,130000,3250000,2470000,780000,24.0,Bogotá,Nublado,Ahorro,2025-04-04,2025-01-30,93,-64
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,13,50000,650000,15,13,15,2,105000,1365000,1575000,-210000,-15.384615384615383,Bogotá,Lluvia,Sobrecosto,2025-04-06,2025-01-27,95,-69
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,27,40000,1080000,16,15,16,1,100000,1500000,1600000,-100000,-6.666666666666667,Bogotá,Lluvia,Sobrecosto,2025-04-08,2025-03-10,97,-29
8,Mall Gran Avenida,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,10,180000,1800000,13,15,13,-2,120000,1800000,1560000,240000,13.333333333333334,Bogotá,Soleado,Ahorro,2025-04-01,2025-01-28,90,-63
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,11,150000,1650000,14,15,14,-1,120000,1800000,1680000,120000,6.666666666666667,Bogotá,Soleado,Ahorro,2025-04-20,2025-01-23,109,-87
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,105,4500,472500,28,28,28,0,130000,3640000,3640000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-12,2025-01-30,101,-72
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,15,16,15,-1,130000,2080000,1950000,130000,6.25,Bogotá,Soleado,Ahorro,2025-04-18,2025-01-18,107,-90
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,12,120000,1440000,11,11,11,0,120000,1320000,1320000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-10,2025-03-02,99,-39
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Acueducto,Punto agua,Punto,14,140000,1960000,18,19,18,-1,120000,2280000,2160000,120000,5.263157894736842,Bogotá,Soleado,Ahorro,2025-04-19,2025-02-22,108,-56
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Acueducto,Punto agua,Punto,14,140000,1960000,19,19,19,0,120000,2280000,2280000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-11,2025-03-09,100,-33
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,14,40000,560000,16,17,16,-1,100000,1700000,1600000,100000,5.88235294117647,Bogotá,Nublado,Ahorro,2025-04-13,2025-02-22,102,-50
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,1,250000,250000,6,8,6,-2,95000,760000,570000,190000,25.0,Bogotá,Soleado,Ahorro,2025-04-17,2025-02-27,106,-49
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,4,250000,1000000,6,6,6,0,95000,570000,570000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-07,2025-01-16,96,-81
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,7,8,7,-1,110000,880000,770000,110000,12.5,Bogotá,Soleado,Ahorro,2025-04-11,2025-01-17,100,-84
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,15,200000,3000000,14,13,14,1,110000,1430000,1540000,-110000,-7.6923076923076925,Bogotá,Nublado,Sobrecosto,2025-04-05,2025-02-07,94,-57
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,19,30000,570000,14,15,14,-1,95000,1425000,1330000,95000,6.666666666666667,Bogotá,Soleado,Ahorro,2025-04-21,2025-01-20,110,-91
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,20,150000,3000000,18,22,18,-4,120000,2640000,2160000,480000,18.181818181818183,Bogotá,Soleado,Ahorro,2025-04-13,2025-02-04,102,-68
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Acueducto,Punto agua,Punto,11,140000,1540000,15,17,15,-2,120000,2040000,1800000,240000,11.76470588235294,Bogotá,Soleado,Ahorro,2025-04-17,2025-01-18,106,-89
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,20,200000,4000000,9,11,9,-2,110000,1210000,990000,220000,18.181818181818183,Bogotá,Soleado,Ahorro,2025-03-30,2025-02-06,88,-52
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,9,11,9,-2,100000,1100000,900000,200000,18.181818181818183,Bogotá,Soleado,Ahorro,2025-04-11,2025-02-19,100,-51
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,23,30000,690000,11,14,11,-3,95000,1330000,1045000,285000,21.428571428571427,Bogotá,Soleado,Ahorro,2025-04-19,2025-01-31,108,-78
9,Centro Empresarial Nova,Comercial,Acabados,Pintura,Pintura,Galón,10,90000,900000,16,19,16,-3,90000,1710000,1440000,270000,15.789473684210526,Bogotá,Nublado,Ahorro,2025-04-10,2025-01-25,99,-75
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,11,200000,2200000,8,9,8,-1,110000,990000,880000,110000,11.11111111111111,Bogotá,Soleado,Ahorro,2025-04-25,2025-01-11,114,-104
9,Centro Empresarial Nova,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,8,8,8,0,100000,800000,800000,0,0.0,Bogotá,Nublado,En presupuesto,2025-04-12,2025-02-17,101,-54
9,Centro Empresarial Nova,Comercial,Estructura,Armado,Acero,Kg,100,4500,450000,17,15,17,2,130000,1950000,2210000,-260000,-13.333333333333334,Bogotá,Nublado,Sobrecosto,2025-04-07,2025-02-10,96,-56
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación closet,MDF,Unidad,11,200000,2200000,8,9,8,-1,110000,990000,880000,110000,11.11111111111111,Bogotá,Soleado,Ahorro,2025-04-05,2025-02-03,94,-61
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,12,12,12,0,110000,1320000,1320000,0,0.0,Bogotá,Nublado,En presupuesto,2025-04-24,2025-03-05,113,-50
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,20,200000,4000000,13,15,13,-2,110000,1650000,1430000,220000,13.333333333333334,Bogotá,Soleado,Ahorro,2025-04-11,2025-01-14,100,-87
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,7,300000,2100000,7,7,7,0,100000,700000,700000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-28,2025-02-02,117,-85
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,25,24,25,1,130000,3120000,3250000,-130000,-4.166666666666666,Bogotá,Lluvia,Sobrecosto,2025-04-15,2025-03-25,104,-21
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,23,28,23,-5,130000,3640000,2990000,650000,17.857142857142858,Bogotá,Nublado,Ahorro,2025-04-30,2025-02-13,119,-76
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,16,200000,3200000,13,14,13,-1,110000,1540000,1430000,110000,7.142857142857142,Bogotá,Soleado,Ahorro,2025-04-06,2025-03-14,95,-23
9,Centro Empresarial Nova,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,9,300000,2700000,5,5,5,0,100000,500000,500000,0,0.0,Bogotá,Nublado,En presupuesto,2025-04-09,2025-02-20,98,-48
8,Mall Gran Avenida,Comercial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,27,35,27,-8,130000,4550000,3510000,1040000,22.857142857142858,Bogotá,Soleado,Ahorro,2025-04-09,2025-02-07,98,-61
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación closet,MDF,Unidad,15,200000,3000000,10,10,10,0,110000,1100000,1100000,0,0.0,Bogotá,Nublado,En presupuesto,2025-04-27,2025-01-28,116,-89
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación closet,MDF,Unidad,18,200000,3600000,9,11,9,-2,110000,1210000,990000,220000,18.181818181818183,Bogotá,Soleado,Ahorro,2025-04-29,2025-01-14,118,-105
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,104,4500,468000,27,25,27,2,130000,3250000,3510000,-260000,-8.0,Bogotá,Nublado,Sobrecosto,2025-04-13,2025-01-30,102,-73
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,5,350000,1750000,16,15,16,1,130000,1950000,2080000,-130000,-6.666666666666667,Bogotá,Lluvia,Sobrecosto,2025-04-07,2025-02-21,96,-45
3,Residencial Altos del Norte,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,16,180000,2880000,17,17,17,0,120000,2040000,2040000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-28,2025-03-11,117,-48
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,20,120000,2400000,14,14,14,0,120000,1680000,1680000,0,0.0,Bogotá,Nublado,En presupuesto,2025-04-18,2025-01-28,107,-80
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,94,4500,423000,16,16,16,0,130000,2080000,2080000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-30,2025-01-20,119,-100
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,23,21,23,2,130000,2730000,2990000,-260000,-9.523809523809524,Bogotá,Nublado,Sobrecosto,2025-03-26,2025-01-24,84,-61
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,98,4500,441000,25,32,25,-7,130000,4160000,3250000,910000,21.875,Bogotá,Soleado,Ahorro,2025-04-03,2025-03-12,92,-22
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,29,29,29,0,130000,3770000,3770000,0,0.0,Bogotá,Nublado,En presupuesto,2025-04-02,2025-03-02,91,-31
8,Mall Gran Avenida,Comercial,Cimentación,Armado,Acero,Kg,119,4500,535500,27,34,27,-7,130000,4420000,3510000,910000,20.588235294117645,Bogotá,Soleado,Ahorro,2025-04-04,2025-03-18,93,-17
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,97,4500,436500,27,31,27,-4,130000,4030000,3510000,520000,12.903225806451612,Bogotá,Soleado,Ahorro,2025-05-05,2025-02-03,124,-91
1,Urbanización Los Almendros,Residencial,Instalaciones,Acueducto,Punto agua,Punto,20,140000,2800000,19,24,19,-5,120000,2880000,2280000,600000,20.833333333333336,Bogotá,Soleado,Ahorro,2025-04-01,2025-01-20,90,-71
1,Urbanización Los Almendros,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,20,150000,3000000,12,15,12,-3,120000,1800000,1440000,360000,20.0,Bogotá,Soleado,Ahorro,2025-04-05,2025-02-17,94,-47
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,19,150000,2850000,10,9,10,1,120000,1080000,1200000,-120000,-11.11111111111111,Bogotá,Lluvia,Sobrecosto,2025-04-11,2025-02-20,100,-50
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,8,120000,960000,17,16,17,1,120000,1920000,2040000,-120000,-6.25,Bogotá,Lluvia,Sobrecosto,2025-04-15,2025-01-18,104,-87
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,87,4500,391500,27,31,27,-4,130000,4030000,3510000,520000,12.903225806451612,Bogotá,Soleado,Ahorro,2025-04-08,2025-03-03,97,-36
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,10,350000,3500000,27,27,27,0,130000,3510000,3510000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-29,2025-03-19,118,-41
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,80,4500,360000,22,19,22,3,130000,2470000,2860000,-390000,-15.789473684210526,Bogotá,Nublado,Sobrecosto,2025-04-30,2025-03-08,119,-53
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,9,120000,1080000,12,15,12,-3,120000,1800000,1440000,360000,20.0,Bogotá,Soleado,Ahorro,2025-04-14,2025-02-03,103,-70
3,Residencial Altos del Norte,Residencial,Estructura,Armado,Acero,Kg,80,4500,360000,24,28,24,-4,130000,3640000,3120000,520000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-05-07,2025-03-08,126,-60
0,Conjunto Residencial Marsella,Residencial,Acabados,Cielorraso,Drywall,Lámina,16,40000,640000,13,14,13,-1,100000,1400000,1300000,100000,7.142857142857142,Bogotá,Soleado,Ahorro,2025-04-11,2025-02-19,100,-51
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Cielorraso,Drywall,Lámina,28,40000,1120000,14,13,14,1,100000,1300000,1400000,-100000,-7.6923076923076925,Bogotá,Nublado,Sobrecosto,2025-04-23,2025-01-30,112,-83
5,Residencial Jardines del Sur,Residencial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,21,26,21,-5,130000,3380000,2730000,650000,19.230769230769237,Bogotá,Soleado,Ahorro,2025-05-04,2025-01-27,123,-97
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Armado,Acero,Kg,120,4500,540000,29,29,29,0,130000,3770000,3770000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-18,2025-03-11,107,-38
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,8,90000,720000,16,19,16,-3,90000,1710000,1440000,270000,15.789473684210526,Bogotá,Soleado,Ahorro,2025-04-12,2025-03-02,101,-41
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,109,4500,490500,19,23,19,-4,130000,2990000,2470000,520000,17.391304347826086,Bogotá,Nublado,Ahorro,2025-05-09,2025-02-12,128,-86
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,88,4500,396000,15,16,15,-1,130000,2080000,1950000,130000,6.25,Bogotá,Nublado,Ahorro,2025-04-06,2025-03-13,95,-24
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,94,4500,423000,20,22,20,-2,130000,2860000,2600000,260000,9.090909090909092,Bogotá,Nublado,Ahorro,2025-04-26,2025-03-20,115,-37
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,19,19,19,0,130000,2470000,2470000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-17,2025-02-15,106,-61
1,Urbanización Los Almendros,Residencial,Estructura,Armado,Acero,Kg,104,4500,468000,15,16,15,-1,130000,2080000,1950000,130000,6.25,Bogotá,Nublado,Ahorro,2025-04-05,2025-01-27,94,-68
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,5,90000,450000,18,18,18,0,90000,1620000,1620000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-14,2025-03-13,103,-32
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,17,200000,3400000,13,14,13,-1,110000,1540000,1430000,110000,7.142857142857142,Bogotá,Soleado,Ahorro,2025-04-24,2025-01-14,113,-100
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,20,200000,4000000,9,9,9,0,110000,990000,990000,0,0.0,Bogotá,Nublado,En presupuesto,2025-04-19,2025-01-18,108,-91
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación closet,MDF,Unidad,13,200000,2600000,10,11,10,-1,110000,1210000,1100000,110000,9.090909090909092,Bogotá,Soleado,Ahorro,2025-04-16,2025-02-26,105,-49
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,1,300000,300000,5,5,5,0,100000,500000,500000,0,0.0,Bogotá,Soleado,En presupuesto,2025-04-27,2025-02-10,116,-76
